1.16885	27.3842
1.28429	27.3842
1.28429	27.1533
1.39973	27.1533
1.39973	26.9225
1.51517	26.9225
1.51517	26.5761
1.63061	26.5761
1.63061	26.3453
1.51517	26.3453
1.51517	25.7681
1.86149	25.7681
1.86149	25.6526
1.97693	25.6526
1.97693	25.5372
2.09237	25.5372
2.09237	25.3063
2.20781	25.3063
2.20781	25.1909
2.43869	25.1909
2.43869	25.3063
2.55413	25.3063
2.55413	25.4217
2.78501	25.4217
2.78501	25.5372
3.13133	25.5372
3.13133	25.6526
3.59309	25.6526
3.59309	25.5372
3.70853	25.5372
3.70853	25.4217
3.82397	25.4217
3.82397	25.1909
3.93941	25.1909
3.93941	25.0754
4.05485	25.0754
4.05485	24.1519
4.17029	24.1519
4.17029	23.9210
4.86293	23.9210
4.86293	24.0365
4.97837	24.0365
4.97837	23.9210
5.09381	23.9210
5.09381	23.8056
5.44013	23.8056
5.44013	23.6901
5.55557	23.6901
5.55557	23.5747
5.67101	23.5747
5.67101	23.4593
5.78645	23.4593
5.78645	22.9975
5.90189	22.9975
5.90189	22.8821
6.24821	22.8821
6.24821	22.9975
7.17174	22.9975
7.17174	22.8821
7.40262	22.8821
7.40262	22.7666
7.51806	22.7666
7.51806	22.6512
7.63350	22.6512
7.63350	22.5357
7.86438	22.5357
7.86438	22.4203
7.97982	22.4203
7.97982	22.1894
8.09526	22.1894
8.09526	21.9585
7.97982	21.9585
7.97982	21.8431
7.86438	21.8431
7.86438	21.7276
7.74894	21.7276
7.74894	21.4968
7.97982	21.4968
7.97982	21.3813
8.09526	21.3813
8.09526	20.5732
8.55702	20.5732
8.55702	20.4578
9.01878	20.4578
9.01878	20.5732
9.36510	20.5732
9.36510	20.6887
9.48054	20.6887
9.48054	21.1504
9.59598	21.1504
9.59598	21.2659
9.71142	21.2659
9.71142	21.3813
9.82686	21.3813
9.82686	21.6122
9.94230	21.6122
9.94230	21.7276
10.6349	21.7276
10.6349	21.6122
10.7503	21.6122
10.7503	21.0350
10.6349	21.0350
10.6349	20.5732
10.5195	20.5732
10.5195	20.4578
10.6349	20.4578
10.6349	20.3424
10.7503	20.3424
10.7503	20.2269
10.8658	20.2269
10.8658	19.7652
10.7503	19.7652
10.7503	19.5343
11.0967	19.5343
11.0967	19.4188
11.4430	19.4188
11.4430	19.3034
11.6739	19.3034
11.6739	19.0725
11.9047	19.0725
11.9047	18.9571
12.3665	18.9571
12.3665	18.8416
12.4819	18.8416
12.4819	18.7262
12.5974	18.7262
12.5974	18.3799
12.8283	18.3799
12.8283	18.2644
12.9437	18.2644
12.9437	18.1490
13.0591	18.1490
13.0591	18.0336
13.1746	18.0336
13.1746	17.9181
13.6363	17.9181
13.6363	18.0336
13.7518	18.0336
13.7518	18.1490
14.5599	18.1490
14.5599	18.0336
14.6753	18.0336
14.6753	17.9181
14.7907	17.9181
14.7907	17.8027
14.9062	17.8027
14.9062	17.6872
15.3679	17.6872
15.3679	17.5718
15.4834	17.5718
15.4834	17.6872
15.7143	17.6872
15.7143	17.8027
15.8297	17.8027
15.8297	17.9181
16.4069	17.9181
16.4069	17.8027
16.6378	17.8027
16.6378	17.6872
17.3304	17.6872
17.3304	17.5718
17.5613	17.5718
17.5613	17.4564
17.7922	17.4564
17.7922	17.3409
17.9076	17.3409
17.9076	16.7637
18.0231	16.7637
18.0231	16.6483
18.2539	16.6483
18.2539	16.3020
18.3694	16.3020
18.3694	16.0711
18.4848	16.0711
18.4848	15.9556
18.6003	15.9556
18.6003	16.0711
18.7157	16.0711
18.7157	16.1865
18.9466	16.1865
18.9466	16.3020
19.2929	16.3020
19.2929	16.1865
19.6392	16.1865
19.6392	16.0711
19.7547	16.0711
19.7547	15.9556
19.8701	15.9556
19.8701	15.8402
19.9856	15.8402
19.9856	15.7248
20.4473	15.7248
20.4473	15.8402
20.6782	15.8402
20.6782	15.9556
20.9091	15.9556
20.9091	16.0711
21.6017	16.0711
21.6017	15.9556
21.7172	15.9556
21.7172	15.8402
21.8326	15.8402
21.8326	15.7248
22.0635	15.7248
22.0635	15.6093
22.1789	15.6093
22.1789	15.4939
23.1024	15.4939
23.1024	15.3784
23.2179	15.3784
23.2179	15.4939
23.6796	15.4939
23.6796	15.3784
23.9105	15.3784
23.9105	15.2630
24.4877	15.2630
24.4877	15.1476
24.7186	15.1476
24.7186	15.0321
24.8340	15.0321
24.8340	14.9167
24.9495	14.9167
24.9495	14.8012
25.0649	14.8012
25.0649	14.6858
24.9495	14.6858
24.9495	14.5704
24.6032	14.5704
24.6032	14.4549
24.4877	14.4549
24.4877	13.6468
24.3723	13.6468
24.3723	13.5314
24.2568	13.5314
24.2568	13.4160
24.0260	13.4160
24.0260	13.3005
23.9105	13.3005
23.9105	12.9542
23.7951	12.9542
23.7951	12.8388
23.6796	12.8388
23.6796	12.7233
23.4488	12.7233
23.4488	12.6079
23.3333	12.6079
23.3333	11.9152
23.2179	11.9152
23.2179	11.4535
23.1024	11.4535
23.1024	10.2991
22.9870	10.2991
22.9870	10.0682
22.8716	10.0682
22.8716	9.83735
22.7561	9.83735
22.7561	9.60647
22.6407	9.60647
22.6407	9.37559
22.5252	9.37559
22.5252	8.68295
22.6407	8.68295
22.6407	8.56751
22.7561	8.56751
22.7561	8.22119
22.6407	8.22119
22.6407	7.99031
22.5252	7.99031
22.5252	7.29767
22.4098	7.29767
22.4098	6.60503
22.2944	6.60503
22.2944	6.48959
22.4098	6.48959
22.4098	6.25871
22.5252	6.25871
22.5252	6.14327
22.6407	6.14327
22.6407	6.02783
22.7561	6.02783
22.7561	5.79695
22.6407	5.79695
22.6407	5.68151
22.5252	5.68151
22.5252	5.10431
22.4098	5.10431
22.4098	4.98887
22.2944	4.98887
22.2944	4.87343
22.1789	4.87343
22.1789	4.75799
21.9480	4.75799
21.9480	4.64255
20.9091	4.64255
20.9091	4.75799
20.7936	4.75799
20.7936	4.87343
20.4473	4.87343
20.4473	4.64255
20.5628	4.64255
20.5628	4.52711
20.6782	4.52711
20.6782	4.41167
20.7936	4.41167
20.7936	4.29623
20.6782	4.29623
20.6782	4.06535
20.5628	4.06535
20.5628	3.94991
20.4473	3.94991
20.4473	3.83446
20.3319	3.83446
20.3319	3.48814
20.2164	3.48814
20.2164	3.37270
20.1010	3.37270
20.1010	3.25726
19.9856	3.25726
19.9856	3.02638
19.8701	3.02638
19.8701	2.91094
19.7547	2.91094
19.7547	2.79550
19.6392	2.79550
19.6392	2.68006
19.5238	2.68006
19.5238	2.56462
19.2929	2.56462
19.2929	2.10286
19.1775	2.10286
19.1775	1.98742
19.0620	1.98742
19.0620	1.87198
18.9466	1.87198
18.9466	1.75654
18.7157	1.75654
18.7157	1.64110
18.4848	1.64110
18.4848	1.52566
18.2539	1.52566
18.2539	0.37126
18.1385	0.37126
18.1385	0.25582
18.0231	0.25582
18.0231	0.14038
17.7922	0.14038
17.7922	0.02494
17.6767	0.02494
17.6767	-0.0904
17.5613	-0.0904
17.5613	-0.2059
17.4459	-0.2059
17.4459	-0.3213
17.3304	-0.3213
17.3304	-0.4368
17.2150	-0.4368
17.2150	-0.5522
17.0995	-0.5522
17.0995	-0.6676
16.9841	-0.6676
16.9841	-0.7831
17.0995	-0.7831
17.0995	-0.8985
17.2150	-0.8985
17.2150	-1.0140
17.0995	-1.0140
17.0995	-1.1294
16.9841	-1.1294
16.9841	-1.2448
16.8687	-1.2448
16.8687	-1.4757
16.7532	-1.4757
16.7532	-1.7066
16.8687	-1.7066
16.8687	-1.8220
17.0995	-1.8220
17.0995	-2.0529
17.3304	-2.0529
17.3304	-1.9375
17.4459	-1.9375
17.4459	-1.8220
17.9076	-1.8220
17.9076	-1.9375
18.0231	-1.9375
18.0231	-1.8220
18.1385	-1.8220
18.1385	-1.7066
18.3694	-1.7066
18.3694	-1.5912
19.7547	-1.5912
19.7547	-1.9375
19.8701	-1.9375
19.8701	-2.0529
19.9856	-2.0529
19.9856	-2.1684
20.1010	-2.1684
20.1010	-2.3993
20.2164	-2.3993
20.2164	-2.8610
20.1010	-2.8610
20.1010	-3.0919
20.2164	-3.0919
20.2164	-3.2073
20.3319	-3.2073
20.3319	-3.3228
20.4473	-3.3228
20.4473	-3.6691
20.5628	-3.6691
20.5628	-3.7845
20.6782	-3.7845
20.6782	-3.9000
20.7936	-3.9000
20.7936	-4.0154
20.9091	-4.0154
20.9091	-4.2463
21.0245	-4.2463
21.0245	-5.0544
20.9091	-5.0544
20.9091	-5.1698
20.7936	-5.1698
20.7936	-5.2853
20.4473	-5.2853
20.4473	-5.4007
20.3319	-5.4007
20.3319	-5.5161
20.2164	-5.5161
20.2164	-5.9779
20.3319	-5.9779
20.3319	-6.0933
20.4473	-6.0933
20.4473	-6.2088
20.7936	-6.2088
20.7936	-6.0933
20.9091	-6.0933
20.9091	-6.3242
21.0245	-6.3242
21.0245	-7.1323
21.2554	-7.1323
21.2554	-7.2477
21.3708	-7.2477
21.3708	-7.3632
21.6017	-7.3632
21.6017	-7.7095
21.8326	-7.7095
21.8326	-7.8249
21.9480	-7.8249
21.9480	-8.0558
21.8326	-8.0558
21.8326	-8.2867
21.7172	-8.2867
21.7172	-9.0948
21.6017	-9.0948
21.6017	-9.2102
21.3708	-9.2102
21.3708	-9.3257
21.1400	-9.3257
21.1400	-9.4411
20.9091	-9.4411
20.9091	-9.5565
20.7936	-9.5565
20.7936	-9.6720
20.6782	-9.6720
20.6782	-10.018
20.2164	-10.018
20.2164	-9.9029
19.7547	-9.9029
19.7547	-10.249
19.9856	-10.249
19.9856	-10.364
20.2164	-10.364
20.2164	-11.057
20.3319	-11.057
20.3319	-11.172
20.6782	-11.172
20.6782	-11.288
20.7936	-11.288
20.7936	-11.172
21.0245	-11.172
21.0245	-11.288
21.2554	-11.288
21.2554	-11.403
21.3708	-11.403
21.3708	-11.980
21.4863	-11.980
