
% time 5.0000
% report fiber:force
% identity      posX      posY    forceX    forceY   tension
%   fiber f1:0001
         8    8.1014   -5.0325    0.0000    0.0000    0.2277
         8    7.9206   -4.9490    0.0000    0.0000    0.2308
         8    7.7399   -4.8654    0.0000    0.0000    0.2339
         8    7.5591   -4.7818    0.0000    0.0000    0.2371
         8    7.3784   -4.6982    0.0000    0.0000    0.2402
         8    7.1977   -4.6145    0.0000    0.0000    0.2433
         8    7.0170   -4.5308    0.0000    0.0000    0.2464
         8    6.8363   -4.4470    0.0000    0.0000    0.2495
         8    6.6557   -4.3632    0.0000    0.0000    0.2527
         8    6.4751   -4.2793    0.0000    0.0000    0.2558
         8    6.2945   -4.1954    0.0000    0.0000    0.2589
         8    6.1139   -4.1115    0.0000    0.0000    0.2620
         8    5.9334   -4.0275    0.0000    0.0000    0.2651
         8    5.7528   -3.9434    0.0000    0.0000    0.2683
         8    5.5723   -3.8593    0.0000    0.0000    0.2714
         8    5.3918   -3.7751    0.0000    0.0000    0.2745
         8    5.2114   -3.6909    0.0000    0.0000    0.2776
         8    5.0309   -3.6067    0.0000    0.0000    0.2807
         8    4.8505   -3.5225    0.0000    0.0000    0.2839
         8    4.6700   -3.4382    0.0000    0.0000    0.2870
         8    4.4896   -3.3540    0.0000    0.0000    0.2901
         8    4.3092   -3.2697    0.0000    0.0000    0.2932
         8    4.1287   -3.1854    0.0000    0.0000    0.2963
         8    3.9483   -3.1011   -0.2658    0.1386    0.0000
%   fiber f1:0009
         9    3.3180   -2.5016   -0.1694    0.4956   -0.1272
         9    3.4859   -2.3888    0.2557   -0.5687   -0.0143
         9    3.6538   -2.2760    0.0000    0.0000   -0.0063
         9    3.8217   -2.1631    0.0000    0.0000    0.0017
         9    3.9895   -2.0502    0.0000    0.0000    0.0096
         9    4.1572   -1.9372    0.0000    0.0000    0.0176
         9    4.3250   -1.8241    0.0000    0.0000    0.0256
         9    4.4927   -1.7111    0.0000    0.0000    0.0336
         9    4.6604   -1.5980    0.0000    0.0000    0.0416
         9    4.8282   -1.4850    0.0000    0.0000    0.0496
         9    4.9959   -1.3720    0.0000    0.0000    0.0575
         9    5.1637   -1.2590    0.0000    0.0000    0.0655
         9    5.3315   -1.1461    0.6699   -0.4564   -0.2274
         9    5.4994   -1.0332   -2.4548    1.6284    0.9095
         9    5.6674   -0.9205    0.6749   -2.6254    1.8161
         9    5.8353   -0.8078    1.1566    1.5779   -0.0203
         9    6.0033   -0.6950    0.0000    0.0000   -0.0169
         9    6.1712   -0.5823    0.0000    0.0000   -0.0135
         9    6.3391   -0.4695    0.0000    0.0000   -0.0101
         9    6.5071   -0.3568    0.0000    0.0000   -0.0068
         9    6.6750   -0.2440    0.0000    0.0000   -0.0034
         9    6.8430   -0.1313    0.0000    0.0000    0.0000
%   fiber f1:0010
        10  -11.0293   27.8431    0.4747    0.4002    0.4899
        10  -11.0753   27.6488   -0.3485   -0.8445   -0.4211
        10  -11.1213   27.4544    0.0000    0.0000   -0.4300
        10  -11.1671   27.2601    0.0000    0.0000   -0.4390
        10  -11.2128   27.0656    0.0000    0.0000   -0.4480
        10  -11.2583   26.8712    0.0000    0.0000   -0.4570
        10  -11.3036   26.6767    0.0000    0.0000   -0.4659
        10  -11.3487   26.4821    0.0000    0.0000   -0.4749
        10  -11.3934   26.2874    0.0000    0.0000   -0.4839
        10  -11.4379   26.0927    0.0000    0.0000   -0.4929
        10  -11.4819   25.8979    0.0000    0.0000   -0.5019
        10  -11.5256   25.7031    0.0000    0.0000   -0.5108
        10  -11.5689   25.5081    0.0000    0.0000   -0.5198
        10  -11.6116   25.3130    0.0000    0.0000   -0.5288
        10  -11.6539   25.1178    0.0000    0.0000   -0.5378
        10  -11.6956   24.9225    0.0000    0.0000   -0.5468
        10  -11.7367   24.7270    0.0000    0.0000   -0.5558
        10  -11.7772   24.5315    0.0000    0.0000   -0.5648
        10  -11.8171   24.3358    0.0000    0.0000   -0.5738
        10  -11.8563   24.1399    0.0000    0.0000   -0.5829
        10  -11.8948   23.9440    0.0000    0.0000   -0.5919
        10  -11.9326   23.7479    0.0000    0.0000   -0.6009
        10  -11.9697   23.5516    0.0000    0.0000   -0.6100
        10  -12.0061   23.3552    0.0000    0.0000   -0.6190
        10  -12.0417   23.1587    0.0000    0.0000   -0.6281
        10  -12.0765   22.9620    0.0000    0.0000   -0.6372
        10  -12.1105   22.7652    1.3043    0.4667    0.0357
        10  -12.1436   22.5683   -2.0761    2.9266    2.5735
        10  -12.1757   22.3712    0.5284   -3.3300   -0.6454
        10  -12.2069   22.1739    0.1402   -0.0964   -0.7311
        10  -12.2372   21.9765    0.0000    0.0000   -0.7427
        10  -12.2666   21.7790    0.0000    0.0000   -0.7543
        10  -12.2950   21.5813    0.0000    0.0000   -0.7659
        10  -12.3225   21.3835    0.0000    0.0000   -0.7776
        10  -12.3490   21.1855    0.0000    0.0000   -0.7893
        10  -12.3744   20.9874    0.0000    0.0000   -0.8010
        10  -12.3988   20.7892    0.0000    0.0000   -0.8127
        10  -12.4220   20.5908    0.0000    0.0000   -0.8245
        10  -12.4442   20.3923    0.0000    0.0000   -0.8362
        10  -12.4652   20.1937    0.0000    0.0000   -0.8481
        10  -12.4850   19.9950    0.0000    0.0000   -0.8599
        10  -12.5037   19.7961    0.0000    0.0000   -0.8718
        10  -12.5212   19.5972    0.0000    0.0000   -0.8837
        10  -12.5375   19.3981    0.0000    0.0000   -0.8956
        10  -12.5526   19.1990    0.0000    0.0000   -0.9076
        10  -12.5665   18.9998    0.0000    0.0000   -0.9196
        10  -12.5791   18.8004    0.9054    0.8035   -0.0725
        10  -12.5904   18.6010    0.6161    2.5320    2.4838
        10  -12.6002   18.4016   -3.7350   -3.0477   -0.7471
        10  -12.6084   18.2020    2.1950   -0.2615   -0.9516
        10  -12.6152   18.0024    0.0000    0.0000   -0.9694
        10  -12.6206   17.8028    0.0000    0.0000   -0.9872
        10  -12.6246   17.6031    0.0000    0.0000   -1.0050
        10  -12.6272   17.4034    0.0000    0.0000   -1.0229
        10  -12.6284   17.2037    0.0000    0.0000   -1.0409
        10  -12.6282   17.0039    0.0000    0.0000   -1.0589
        10  -12.6265   16.8042    0.0000    0.0000   -1.0769
        10  -12.6232   16.6045    0.0000    0.0000   -1.0950
        10  -12.6184   16.4049    0.0000    0.0000   -1.1132
        10  -12.6121   16.2053    0.0000    0.0000   -1.1315
        10  -12.6042   16.0057    0.0000    0.0000   -1.1498
        10  -12.5946   15.8062    0.0000    0.0000   -1.1682
        10  -12.5834   15.6068    0.0000    0.0000   -1.1867
        10  -12.5706   15.4075    0.0000    0.0000   -1.2053
        10  -12.5560   15.2083    0.0000    0.0000   -1.2239
        10  -12.5398   15.0093    0.0000    0.0000   -1.2427
        10  -12.5218   14.8103    0.0000    0.0000   -1.2615
        10  -12.5020   14.6116    0.0000    0.0000   -1.2805
        10  -12.4805   14.4131    0.0000    0.0000   -1.2996
        10  -12.4571   14.2147    0.0000    0.0000   -1.3187
        10  -12.4318   14.0166    0.0000    0.0000   -1.3380
        10  -12.4047   13.8187    0.0000    0.0000   -1.3574
        10  -12.3756   13.6211    0.0000    0.0000   -1.3770
        10  -12.3445   13.4239    0.0000    0.0000   -1.3967
        10  -12.3114   13.2269    0.0000    0.0000   -1.4165
        10  -12.2763   13.0303    0.0000    0.0000   -1.4365
        10  -12.2391   12.8341    0.0000    0.0000   -1.4567
        10  -12.1998   12.6383    0.0000    0.0000   -1.4770
        10  -12.1584   12.4429    0.0000    0.0000   -1.4975
        10  -12.1148   12.2480    0.0000    0.0000   -1.5182
        10  -12.0690   12.0536    0.0000    0.0000   -1.5391
        10  -12.0210   11.8597    0.0000    0.0000   -1.5601
        10  -11.9708   11.6664    0.0000    0.0000   -1.5814
        10  -11.9184   11.4737    0.0000    0.0000   -1.6029
        10  -11.8637   11.2816    0.0000    0.0000   -1.6247
        10  -11.8068   11.0901    0.0000    0.0000   -1.6466
        10  -11.7477   10.8994    0.0000    0.0000   -1.6688
        10  -11.6863   10.7093    0.0000    0.0000   -1.6912
        10  -11.6227   10.5200    0.0000    0.0000   -1.7138
        10  -11.5569   10.3315    0.0000    0.0000   -1.7367
        10  -11.4888   10.1437    0.0000    0.0000   -1.7598
        10  -11.4185    9.9568    0.0000    0.0000   -1.7832
        10  -11.3460    9.7707    0.0000    0.0000   -1.8068
        10  -11.2713    9.5854    0.0000    0.0000   -1.8307
        10  -11.1944    9.4011    0.0000    0.0000   -1.8548
        10  -11.1153    9.2177    0.0000    0.0000   -1.8792
        10  -11.0340    9.0353    0.0000    0.0000   -1.9038
        10  -10.9506    8.8538    0.0000    0.0000   -1.9288
        10  -10.8650    8.6734    0.0000    0.0000   -1.9540
        10  -10.7774    8.4939    0.0000    0.0000   -1.9794
        10  -10.6876    8.3155    0.0000    0.0000   -2.0052
        10  -10.5957    8.1382    0.0000    0.0000   -2.0312
        10  -10.5018    7.9619    0.0000    0.0000   -2.0574
        10  -10.4058    7.7868    0.0000    0.0000   -2.0840
        10  -10.3079    7.6127    0.0000    0.0000   -2.1108
        10  -10.2079    7.4398    0.0000    0.0000   -2.1379
        10  -10.1060    7.2681    0.0000    0.0000   -2.1653
        10  -10.0022    7.0975    0.0000    0.0000   -2.1930
        10   -9.8964    6.9280    0.0000    0.0000   -2.2209
        10   -9.7888    6.7598    0.0000    0.0000   -2.2491
        10   -9.6793    6.5928    0.0000    0.0000   -2.2776
        10   -9.5680    6.4269    0.0000    0.0000   -2.3063
        10   -9.4549    6.2623    0.0000    0.0000   -2.3353
        10   -9.3401    6.0989    0.0000    0.0000   -2.3646
        10   -9.2235    5.9367    0.0000    0.0000   -2.3941
        10   -9.1053    5.7758    0.0000    0.0000   -2.4239
        10   -8.9854    5.6161    0.0000    0.0000   -2.4540
        10   -8.8638    5.4576    0.0000    0.0000   -2.4843
        10   -8.7406    5.3004    0.0000    0.0000   -2.5149
        10   -8.6158    5.1445    0.0000    0.0000   -2.5457
        10   -8.4895    4.9898    0.0000    0.0000   -2.5768
        10   -8.3616    4.8364    0.0000    0.0000   -2.6081
        10   -8.2322    4.6843    0.0000    0.0000   -2.6397
        10   -8.1013    4.5334    0.0000    0.0000   -2.6716
        10   -7.9689    4.3839    0.0000    0.0000   -2.7037
        10   -7.8351    4.2356    0.0000    0.0000   -2.7361
        10   -7.6999    4.0887    0.0000    0.0000   -2.7687
        10   -7.5632    3.9430    0.0000    0.0000   -2.8016
        10   -7.4252    3.7986    0.0000    0.0000   -2.8347
        10   -7.2858    3.6556    0.0000    0.0000   -2.8681
        10   -7.1451    3.5138    0.0000    0.0000   -2.9017
        10   -7.0031    3.3734    0.0000    0.0000   -2.9356
        10   -6.8598    3.2344    0.0000    0.0000   -2.9697
        10   -6.7151    3.0966    0.0000    0.0000   -3.0041
        10   -6.5693    2.9602    0.0000    0.0000   -3.0387
        10   -6.4221    2.8252    0.0000    0.0000   -3.0736
        10   -6.2738    2.6915    0.0000    0.0000   -3.1088
        10   -6.1242    2.5591    0.0000    0.0000   -3.1442
        10   -5.9735    2.4281    0.0000    0.0000   -3.1798
        10   -5.8216    2.2984    0.0000    0.0000   -3.2157
        10   -5.6686    2.1700    0.0000    0.0000   -3.2518
        10   -5.5145    2.0429    0.0000    0.0000   -3.2882
        10   -5.3594    1.9171    0.0000    0.0000   -3.3247
        10   -5.2033    1.7926    0.0000    0.0000   -3.3615
        10   -5.0461    1.6693    0.0000    0.0000   -3.3985
        10   -4.8880    1.5473    0.0000    0.0000   -3.4357
        10   -4.7290    1.4265    0.0000    0.0000   -3.4731
        10   -4.5691    1.3069    0.0000    0.0000   -3.5107
        10   -4.4082    1.1885    0.0000    0.0000   -3.5485
        10   -4.2465    1.0712    0.0000    0.0000   -3.5865
        10   -4.0840    0.9551    0.0000    0.0000   -3.6247
        10   -3.9207    0.8402    0.0000    0.0000   -3.6630
        10   -3.7565    0.7265    0.0000    0.0000   -3.7015
        10   -3.5916    0.6138    0.0000    0.0000   -3.7402
        10   -3.4259    0.5023    0.0000    0.0000   -3.7791
        10   -3.2595    0.3919    0.0000    0.0000   -3.8181
        10   -3.0924    0.2825    0.0000    0.0000   -3.8573
        10   -2.9246    0.1742    0.0000    0.0000   -3.8966
        10   -2.7561    0.0670    0.0000    0.0000   -3.9361
        10   -2.5869   -0.0391    0.0000    0.0000   -3.9757
        10   -2.4171   -0.1443    0.0000    0.0000   -4.0155
        10   -2.2467   -0.2484    0.0000    0.0000   -4.0554
        10   -2.0756   -0.3515    0.0000    0.0000   -4.0954
        10   -1.9040   -0.4537    0.0000    0.0000   -4.1356
        10   -1.7318   -0.5548    0.0000    0.0000   -4.1760
        10   -1.5590   -0.6550    0.0000    0.0000   -4.2164
        10   -1.3857   -0.7543    0.0000    0.0000   -4.2570
        10   -1.2119   -0.8526    0.0000    0.0000   -4.2976
        10   -1.0376   -0.9501    0.0000    0.0000   -4.3384
        10   -0.8627   -1.0466    0.0000    0.0000   -4.3793
        10   -0.6874   -1.1423    0.0000    0.0000   -4.4203
        10   -0.5117   -1.2372    0.0000    0.0000   -4.4614
        10   -0.3355   -1.3312    0.0000    0.0000   -4.5026
        10   -0.1589   -1.4244    0.0000    0.0000   -4.5439
        10    0.0182   -1.5169    0.0000    0.0000   -4.5853
        10    0.1956   -1.6086    0.0000    0.0000   -4.6268
        10    0.3734   -1.6995    0.0000    0.0000   -4.6683
        10    0.5516   -1.7897    0.0000    0.0000   -4.7099
        10    0.7302   -1.8792    0.0000    0.0000   -4.7516
        10    0.9091   -1.9680    0.0000    0.0000   -4.7934
        10    1.0883   -2.0561    0.0000    0.0000   -4.8352
        10    1.2679   -2.1435    0.0000    0.0000   -4.8771
        10    1.4477   -2.2303    0.0000    0.0000   -4.9191
        10    1.6279   -2.3165    0.0000    0.0000   -4.9611
        10    1.8083   -2.4021    0.0000    0.0000   -5.0031
        10    1.9891   -2.4871    0.0000    0.0000   -5.0452
        10    2.1700   -2.5716    0.0000    0.0000   -5.0874
        10    2.3513   -2.6555    0.0000    0.0000   -5.1296
        10    2.5327   -2.7390    0.0000    0.0000   -5.1718
        10    2.7143   -2.8220    0.0000    0.0000   -5.2141
        10    2.8962   -2.9046    0.0000    0.0000   -5.2563
        10    3.0782   -2.9869    0.0000    0.0000   -5.2986
        10    3.2603   -3.0687   -0.4353    0.0201   -4.9357
        10    3.4426   -3.1503   -2.5791    0.1191   -2.5754
        10    3.6250   -3.2317   -1.7737    2.4528    0.0000
%   fiber f1:0011
        11    3.4834   -2.6498    0.0000    0.0000    0.1310
        11    3.5076   -2.6178    0.1616    0.2063    0.0000
%   fiber f1:0012
        12   10.1889   -1.6960    0.0000    0.0000   -0.0000
        12   10.1443   -1.7066    0.0000    0.0000    0.0000
%   fiber f1:0013
        13  -17.4157    6.7071    0.0000    0.0000    0.0011
        13  -17.2335    6.6252    0.0000    0.0000    0.0023
        13  -17.0512    6.5433    0.0000    0.0000    0.0034
        13  -16.8689    6.4614    0.0000    0.0000    0.0045
        13  -16.6866    6.3795    0.0000    0.0000    0.0056
        13  -16.5044    6.2975    0.0000    0.0000    0.0068
        13  -16.3221    6.2156    0.0000    0.0000    0.0079
        13  -16.1398    6.1337    0.0000    0.0000    0.0090
        13  -15.9575    6.0518    0.0000    0.0000    0.0102
        13  -15.7752    5.9699    0.0000    0.0000    0.0113
        13  -15.5930    5.8881    0.0000    0.0000    0.0124
        13  -15.4106    5.8062    0.0000    0.0000    0.0136
        13  -15.2283    5.7244    0.0000    0.0000    0.0147
        13  -15.0460    5.6426    0.0000    0.0000    0.0158
        13  -14.8637    5.5609    0.0000    0.0000    0.0169
        13  -14.6813    5.4791    0.0000    0.0000    0.0181
        13  -14.4989    5.3974    0.0000    0.0000    0.0192
        13  -14.3166    5.3157    0.0000    0.0000    0.0203
        13  -14.1342    5.2340    0.0000    0.0000    0.0215
        13  -13.9518    5.1523    0.0000    0.0000    0.0226
        13  -13.7694    5.0707    0.0000    0.0000    0.0237
        13  -13.5870    4.9890    0.0000    0.0000    0.0249
        13  -13.4046    4.9074    0.0000    0.0000    0.0260
        13  -13.2222    4.8257    0.0000    0.0000    0.0271
        13  -13.0398    4.7441    0.0000    0.0000    0.0282
        13  -12.8574    4.6625    0.0000    0.0000    0.0294
        13  -12.6750    4.5809    0.0000    0.0000    0.0305
        13  -12.4926    4.4993    0.0000    0.0000    0.0316
        13  -12.3102    4.4178    0.0000    0.0000    0.0328
        13  -12.1277    4.3363    0.0000    0.0000    0.0339
        13  -11.9452    4.2548    0.0000    0.0000    0.0350
        13  -11.7628    4.1733    0.0000    0.0000    0.0361
        13  -11.5803    4.0918    0.0000    0.0000    0.0373
        13  -11.3978    4.0104    0.0000    0.0000    0.0384
        13  -11.2154    3.9289    0.0000    0.0000    0.0395
        13  -11.0329    3.8474    0.0000    0.0000    0.0407
        13  -10.8504    3.7660    0.0000    0.0000    0.0418
        13  -10.6679    3.6845    0.0000    0.0000    0.0429
        13  -10.4854    3.6031    0.0000    0.0000    0.0441
        13  -10.3029    3.5217    0.0000    0.0000    0.0452
        13  -10.1204    3.4403    0.0000    0.0000    0.0463
        13   -9.9379    3.3589    0.0000    0.0000    0.0474
        13   -9.7554    3.2775    0.0000    0.0000    0.0486
        13   -9.5729    3.1962    0.0000    0.0000    0.0497
        13   -9.3904    3.1148    0.0000    0.0000    0.0508
        13   -9.2078    3.0335    0.0000    0.0000    0.0520
        13   -9.0253    2.9521    0.0000    0.0000    0.0531
        13   -8.8428    2.8707    0.0000    0.0000    0.0542
        13   -8.6603    2.7894    0.0000    0.0000    0.0554
        13   -8.4778    2.7080    0.0000    0.0000    0.0565
        13   -8.2953    2.6265    0.0000    0.0000    0.0576
        13   -8.1128    2.5450    0.0000    0.0000    0.0587
        13   -7.9304    2.4635    0.0000    0.0000    0.0599
        13   -7.7480    2.3819    0.0000    0.0000    0.0610
        13   -7.5656    2.3002    0.0000    0.0000    0.0621
        13   -7.3833    2.2184    0.0000    0.0000    0.0633
        13   -7.2009    2.1366    0.0000    0.0000    0.0644
        13   -7.0186    2.0548    0.0000    0.0000    0.0655
        13   -6.8364    1.9729    0.0000    0.0000    0.0666
        13   -6.6541    1.8909    0.0000    0.0000    0.0678
        13   -6.4719    1.8089    0.0000    0.0000    0.0689
        13   -6.2897    1.7268    0.0000    0.0000    0.0700
        13   -6.1075    1.6446    0.0000    0.0000    0.0712
        13   -5.9254    1.5624    0.0000    0.0000    0.0723
        13   -5.7433    1.4801    0.0000    0.0000    0.0734
        13   -5.5612    1.3978    0.0000    0.0000    0.0746
        13   -5.3792    1.3154    0.0000    0.0000    0.0757
        13   -5.1972    1.2329    0.0000    0.0000    0.0768
        13   -5.0152    1.1503    0.0000    0.0000    0.0779
        13   -4.8332    1.0677    0.0000    0.0000    0.0791
        13   -4.6513    0.9850    0.0000    0.0000    0.0802
        13   -4.4694    0.9022    0.0000    0.0000    0.0813
        13   -4.2876    0.8194    0.0000    0.0000    0.0825
        13   -4.1057    0.7365    0.0000    0.0000    0.0836
        13   -3.9239    0.6536    0.0000    0.0000    0.0847
        13   -3.7421    0.5706    0.0000    0.0000    0.0859
        13   -3.5603    0.4876    0.0000    0.0000    0.0870
        13   -3.3786    0.4045    0.0000    0.0000    0.0881
        13   -3.1969    0.3214    0.0000    0.0000    0.0892
        13   -3.0152    0.2382    0.0000    0.0000    0.0904
        13   -2.8335    0.1550    0.0000    0.0000    0.0915
        13   -2.6519    0.0717    0.0000    0.0000    0.0926
        13   -2.4703   -0.0117    0.0000    0.0000    0.0938
        13   -2.2887   -0.0952    0.0000    0.0000    0.0949
        13   -2.1071   -0.1787    0.0000    0.0000    0.0960
        13   -1.9256   -0.2623    0.0000    0.0000    0.0972
        13   -1.7442   -0.3460    0.0000    0.0000    0.0983
        13   -1.5628   -0.4298    0.0000    0.0000    0.0994
        13   -1.3814   -0.5136    0.0000    0.0000    0.1005
        13   -1.2000   -0.5976    0.0000    0.0000    0.1017
        13   -1.0187   -0.6816    0.0000    0.0000    0.1028
        13   -0.8375   -0.7658    0.0000    0.0000    0.1039
        13   -0.6563   -0.8500    0.0000    0.0000    0.1051
        13   -0.4751   -0.9343    0.0000    0.0000    0.1062
        13   -0.2940   -1.0188    0.0000    0.0000    0.1073
        13   -0.1129   -1.1033    0.0000    0.0000    0.1085
        13    0.0681   -1.1879    0.0000    0.0000    0.1096
        13    0.2491   -1.2726    0.0000    0.0000    0.1107
        13    0.4301   -1.3574    0.0000    0.0000    0.1118
        13    0.6110   -1.4423    0.0000    0.0000    0.1130
        13    0.7919   -1.5273    0.0000    0.0000    0.1141
        13    0.9727   -1.6123    0.0000    0.0000    0.1152
        13    1.1535   -1.6974    0.0000    0.0000    0.1164
        13    1.3343   -1.7826    0.0000    0.0000    0.1175
        13    1.5150   -1.8679    0.0000    0.0000    0.1186
        13    1.6957   -1.9532    0.0000    0.0000    0.1198
        13    1.8764   -2.0386    0.0000    0.0000    0.1209
        13    2.0570   -2.1240    0.0000    0.0000    0.1220
        13    2.2377   -2.2095    0.0000    0.0000    0.1231
        13    2.4183   -2.2950    0.0000    0.0000    0.1243
        13    2.5989   -2.3806    0.0000    0.0000    0.1254
        13    2.7794   -2.4662    0.0000    0.0000    0.1265
        13    2.9599   -2.5519    0.0000    0.0000    0.1277
        13    3.1405   -2.6376    0.0000    0.0000    0.1288
        13    3.3210   -2.7234    0.0000    0.0000    0.1299
        13    3.5014   -2.8092    0.0000    0.0000    0.1311
        13    3.6819   -2.8950    0.0000    0.0000    0.1322
        13    3.8624   -2.9808    0.1166   -0.0652    0.0000
%   fiber f1:0014
        14    3.8794   -3.1920    0.0000    0.0000    0.1079
        14    3.9283   -3.3250    0.1396   -0.1785    0.0000
%   fiber f1:0015
        15  -11.0404   27.8671   -0.0428   -0.0519    0.0722
        15  -11.0262   27.8812    0.0531    0.0564    0.0000
%   fiber f1:0016
        16  -10.9527   27.5846    0.0000    0.0000    0.0018
        16  -10.9783   27.5795   -0.0064    0.0139    0.0000
%   fiber f1:0017
        17  -18.2562    3.6976   -0.2437   -0.0102    0.2355
        17  -18.0633    3.6457    0.1679    0.0460    0.0882
        17  -17.8705    3.5938    0.2687   -0.5237   -0.3046
        17  -17.6777    3.5418   -0.1613    0.6961    0.0350
        17  -17.4849    3.4898   -0.2679    0.0333    0.3049
        17  -17.2921    3.4377   -0.0393   -0.1797    0.2986
        17  -17.0993    3.3856    0.0000    0.0000    0.3012
        17  -16.9065    3.3335    0.0000    0.0000    0.3038
        17  -16.7137    3.2813    0.0000    0.0000    0.3064
        17  -16.5210    3.2290    0.0000    0.0000    0.3090
        17  -16.3283    3.1767    0.0000    0.0000    0.3116
        17  -16.1355    3.1244    0.0000    0.0000    0.3141
        17  -15.9429    3.0719    0.0000    0.0000    0.3167
        17  -15.7502    3.0193    0.0000    0.0000    0.3193
        17  -15.5576    2.9667    0.0000    0.0000    0.3219
        17  -15.3649    2.9139    0.0000    0.0000    0.3245
        17  -15.1724    2.8610    0.0000    0.0000    0.3271
        17  -14.9798    2.8080    0.0000    0.0000    0.3297
        17  -14.7873    2.7548    0.0000    0.0000    0.3323
        17  -14.5949    2.7015    0.0000    0.0000    0.3349
        17  -14.4025    2.6481    0.0000    0.0000    0.3375
        17  -14.2101    2.5945    0.0000    0.0000    0.3401
        17  -14.0178    2.5407    0.0000    0.0000    0.3427
        17  -13.8255    2.4868    0.0000    0.0000    0.3453
        17  -13.6332    2.4328    0.0000    0.0000    0.3479
        17  -13.4410    2.3786    0.0000    0.0000    0.3505
        17  -13.2488    2.3243    0.0000    0.0000    0.3531
        17  -13.0567    2.2699    0.0000    0.0000    0.3557
        17  -12.8645    2.2154    0.0000    0.0000    0.3583
        17  -12.6725    2.1607    0.0000    0.0000    0.3609
        17  -12.4804    2.1060    0.0000    0.0000    0.3635
        17  -12.2884    2.0511    0.0000    0.0000    0.3661
        17  -12.0964    1.9962    0.0000    0.0000    0.3687
        17  -11.9044    1.9412    0.0000    0.0000    0.3713
        17  -11.7124    1.8862    0.0000    0.0000    0.3739
        17  -11.5205    1.8311    0.0000    0.0000    0.3765
        17  -11.3285    1.7759    0.0000    0.0000    0.3791
        17  -11.1366    1.7208    0.0000    0.0000    0.3817
        17  -10.9447    1.6656    0.0000    0.0000    0.3843
        17  -10.7527    1.6104    0.0000    0.0000    0.3869
        17  -10.5608    1.5552    0.0000    0.0000    0.3895
        17  -10.3689    1.5000    0.0000    0.0000    0.3921
        17  -10.1770    1.4447    0.0000    0.0000    0.3947
        17   -9.9851    1.3895    0.0000    0.0000    0.3973
        17   -9.7932    1.3342    0.0000    0.0000    0.3998
        17   -9.6013    1.2789    0.0000    0.0000    0.4024
        17   -9.4094    1.2236    0.0000    0.0000    0.4050
        17   -9.2175    1.1682    0.0000    0.0000    0.4076
        17   -9.0256    1.1128    0.0000    0.0000    0.4102
        17   -8.8338    1.0573    0.0000    0.0000    0.4128
        17   -8.6420    1.0017    0.0000    0.0000    0.4154
        17   -8.4502    0.9461    0.0000    0.0000    0.4180
        17   -8.2584    0.8903    0.0000    0.0000    0.4206
        17   -8.0667    0.8345    0.0000    0.0000    0.4232
        17   -7.8750    0.7786    0.0000    0.0000    0.4258
        17   -7.6833    0.7226    0.0000    0.0000    0.4284
        17   -7.4916    0.6665    0.0000    0.0000    0.4310
        17   -7.3000    0.6103    0.0000    0.0000    0.4336
        17   -7.1084    0.5540    0.0000    0.0000    0.4362
        17   -6.9168    0.4976    0.0000    0.0000    0.4388
        17   -6.7253    0.4410    0.0000    0.0000    0.4414
        17   -6.5338    0.3844    0.0000    0.0000    0.4440
        17   -6.3423    0.3276    0.0000    0.0000    0.4466
        17   -6.1509    0.2707    0.0000    0.0000    0.4492
        17   -5.9595    0.2137    0.0000    0.0000    0.4518
        17   -5.7681    0.1565    0.0000    0.0000    0.4544
        17   -5.5768    0.0992    0.0000    0.0000    0.4570
        17   -5.3856    0.0418    0.0000    0.0000    0.4596
        17   -5.1943   -0.0158    0.0000    0.0000    0.4622
        17   -5.0032   -0.0735    0.0000    0.0000    0.4648
        17   -4.8120   -0.1314    0.0000    0.0000    0.4674
        17   -4.6209   -0.1894    0.0000    0.0000    0.4700
        17   -4.4299   -0.2475    0.0000    0.0000    0.4726
        17   -4.2389   -0.3058    0.0000    0.0000    0.4752
        17   -4.0479   -0.3642    0.0000    0.0000    0.4778
        17   -3.8570   -0.4228    0.0000    0.0000    0.4804
        17   -3.6661   -0.4815    0.0000    0.0000    0.4830
        17   -3.4752   -0.5403    0.0000    0.0000    0.4856
        17   -3.2845   -0.5993    0.0000    0.0000    0.4883
        17   -3.0937   -0.6584   -1.0612   -0.1034    1.4738
        17   -2.9030   -0.7177    0.0426    1.0795    1.7566
        17   -2.7124   -0.7772    1.1591   -1.1004    0.3240
        17   -2.5218   -0.8369    0.0579    0.1302    0.3098
        17   -2.3312   -0.8967    0.0000    0.0000    0.3119
        17   -2.1407   -0.9566    0.0000    0.0000    0.3140
        17   -1.9503   -1.0166    0.0000    0.0000    0.3161
        17   -1.7598   -1.0767    0.0000    0.0000    0.3182
        17   -1.5694   -1.1370    0.0000    0.0000    0.3203
        17   -1.3790   -1.1973    0.0000    0.0000    0.3224
        17   -1.1887   -1.2577    0.0000    0.0000    0.3245
        17   -0.9984   -1.3181    0.0000    0.0000    0.3265
        17   -0.8080   -1.3786    0.0000    0.0000    0.3286
        17   -0.6177   -1.4391    0.0000    0.0000    0.3307
        17   -0.4274   -1.4997    0.0000    0.0000    0.3328
        17   -0.2371   -1.5603    0.0000    0.0000    0.3349
        17   -0.0469   -1.6209    0.0000    0.0000    0.3370
        17    0.1434   -1.6816    0.0000    0.0000    0.3391
        17    0.3337   -1.7423    0.0000    0.0000    0.3412
